query,source,doi,title,year,venue,authors,abstract,url,problem_claimed,mechanism,hidden_assumptions,fixed_variables,failure_modes,novelty_effect,open_questions
map update detection robot navigation,crossref,10.1109/ieeestd.2015.7300355,IEEE Standard for Robot Map Data Representation for Navigation,None,,,,https://doi.org/10.1109/ieeestd.2015.7300355,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,map updates are sufficiently local and observable from sensors,planner and cost function; sensor noise model,sensitive to perceptual aliasing and unobserved occlusions,candidate related work for topology-change detection framing,needs full-text validation
map update detection robot navigation,crossref,10.1109/gcis.2010.138,Building a Self-Adjusted Map for Mobile Robot Navigation,2010,2010 Second WRI Global Congress on Intelligent Systems,"Xu, Ke, Zhang, Lei, Fu, Ruiqing, Ou, Yongsheng, Wu, Xinyu",,https://doi.org/10.1109/gcis.2010.138,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,map updates are sufficiently local and observable from sensors,planner and cost function; sensor noise model,sensitive to perceptual aliasing and unobserved occlusions,candidate related work for topology-change detection framing,needs full-text validation
map update detection robot navigation,crossref,10.1117/12.2550936,Semantic map for service robot navigation based on ROS,2020,Second Target Recognition and Artificial Intelligence Summit Forum,"Zhang, Jianhua, He, Wei, Zhao, Aidi, Zhang, Lin, Feng, Qi, Zhou, Youjie",,https://doi.org/10.1117/12.2550936,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,map updates are sufficiently local and observable from sensors,planner and cost function; sensor noise model,sensitive to perceptual aliasing and unobserved occlusions,candidate related work for topology-change detection framing,needs full-text validation
map update detection robot navigation,crossref,10.1299/jsmermd.2003.7_7,Navigation of Autonomous Mobile Robot with Handwritten Map Interface,2003,The Proceedings of JSME annual Conference on Robotics and Mechatronics (Robomec),"Terabayashi, K., Emaru, T., Oikawa, K., Tsuchiya, T.",,https://doi.org/10.1299/jsmermd.2003.7_7,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,map updates are sufficiently local and observable from sensors,planner and cost function; sensor noise model,sensitive to perceptual aliasing and unobserved occlusions,candidate related work for topology-change detection framing,needs full-text validation
map update detection robot navigation,crossref,10.1109/ro-man60168.2024.10731181,Semantic Map Based Robot Navigation with Natural Language Input,2024,2024 33rd IEEE International Conference on Robot and Human Interactive Communication (ROMAN),"Yang, Guang, Huang, Xinchi, Guo, Yi",,https://doi.org/10.1109/ro-man60168.2024.10731181,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,map updates are sufficiently local and observable from sensors,planner and cost function; sensor noise model,sensitive to perceptual aliasing and unobserved occlusions,candidate related work for topology-change detection framing,needs full-text validation
map update detection robot navigation,crossref,10.1109/tenconspring.2018.8692049,Augmented Map Based Traffic Density Estimation for Robot Navigation,2018,2018 IEEE Region Ten Symposium (Tensymp),"Kaur, Baljit, Bhattacharya, Jhilik",,https://doi.org/10.1109/tenconspring.2018.8692049,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,map updates are sufficiently local and observable from sensors,planner and cost function; sensor noise model,sensitive to perceptual aliasing and unobserved occlusions,candidate related work for topology-change detection framing,needs full-text validation
map update detection robot navigation,crossref,10.1007/978-3-030-29513-4_82,"Robot Navigation with PolyMap, a Polygon-Based Map Format",2019,Advances in Intelligent Systems and Computing Intelligent Systems and Applications,"Dichtl, Johann, Le, Xuan S., Lozenguez, Guillaume, Fabresse, Luc, Bouraqadi, Noury",,https://doi.org/10.1007/978-3-030-29513-4_82,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,map updates are sufficiently local and observable from sensors,planner and cost function; sensor noise model,sensitive to perceptual aliasing and unobserved occlusions,candidate related work for topology-change detection framing,needs full-text validation
map update detection robot navigation,crossref,10.1109/icosp.2006.346090,A New 3D Map Reconstruction Based Mobile Robot Navigation,2006,2006 8th international Conference on Signal Processing,"Yu, Chunhe, Zhang, Danping",,https://doi.org/10.1109/icosp.2006.346090,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,map updates are sufficiently local and observable from sensors,planner and cost function; sensor noise model,sensitive to perceptual aliasing and unobserved occlusions,candidate related work for topology-change detection framing,needs full-text validation
map update detection robot navigation,crossref,10.1109/icramet51080.2020.9298584,Balancing Robot Navigation with Virtual Map and Virtual Sensor,2020,"2020 International Conference on Radar, Antenna, Microwave, Electronics, and Telecommunications (ICRAMET)","Santoso, Henry Probo, Slamet Saputro, Joko, Maghfiroh, Hari, Marta Dinata, Mochamad Mardi",,https://doi.org/10.1109/icramet51080.2020.9298584,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,map updates are sufficiently local and observable from sensors,planner and cost function; sensor noise model,sensitive to perceptual aliasing and unobserved occlusions,candidate related work for topology-change detection framing,needs full-text validation
map update detection robot navigation,crossref,10.35940/ijrte.f9910.059120,Path Generation and Map Construction for Mobile Robot Navigation,2020,International Journal of Recent Technology and Engineering (IJRTE),", B*, Mr. Honnaraju, S, Dr. Murali, ","Vision based mobile robot navigation is one of the important because the robots can resolve lots of problems in which human life is dangerous, difficult and costly. A difficult problem is to make a vision-based robot navigate properly to the target by avoiding the obstacles. Path information is very essential for successful navigation of the robot. The main purpose of this paper is to present an approach for mobile robots to generate path and construct maps. This work is focused on providing the path information of an environment using a single 2-D camera. Whenever robot identifies the human in the corridor, it generates the information of the path information and constructs the map is achieved based on the human moment and the human position. On the robot the camera is mounted which acquires images in real time. Oath information is generated for mobile robot using acquired real time images and processing real time images.",https://doi.org/10.35940/ijrte.f9910.059120,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,map updates are sufficiently local and observable from sensors,planner and cost function; sensor noise model,sensitive to perceptual aliasing and unobserved occlusions,candidate related work for topology-change detection framing,needs full-text validation
